"source_genesymbol","target_genesymbol","interact"
"AR","LCLAT1",0
"AR","TMEM244",0
"AR","GPATCH11",0
"AR","ZNF620",0
"AR","MMS22L",0
"AR","TTC41P",0
"AR","EBF3",0
"AR","WDR27",0
"AR","CERS6",0
"AR","MSRB3",0
"AR","YTHDF3",0
"AR","METAP1D",0
"AR","SNX32",0
"AR","CALHM5",0
"AR","AKNAD1",0
"AR","PHYHD1",0
"AR","PROSER2",0
"AR","SLC41A1",0
"AR","C11orf86",0
"AR","VXN",0
"AR","MORN5",0
"AR","MPV17L",0
"AR","CBARP",0
"AR","TMCO4",0
"AR","CFAP299",0
"AR","ANKK1",0
"AR","MBLAC1",0
"AR","RNF144B",0
"AR","COL24A1",0
"AR","NPNT",0
"AR","SMCO1",0
"AR","SYT14",0
"AR","CCDC110",0
"AR","GK5",0
"AR","MAMDC2",0
"AR","C10orf67",0
"AR","SERINC5",0
"AR","FRMD3",0
"AR","PLCXD2",0
"AR","ZNF683",0
"AR","RNF214",0
"AR","NEGR1",0
"AR","SNX33",0
"AR","HSPA12A",0
"AR","SGMS1",0
"AR","NALCN",0
"AR","DSCR10",0
"AR","WFDC9",0
"AR","ASPM",0
"AR","BOD1L1",0
"AR","TAS2R40",0
"AR","MAGI3",0
"AR","TIPRL",0
"AR","NPHP4",0
"AR","HS6ST3",0
"AR","MDGA1",0
"AR","NPAS4",0
"AR","ADGRF1",0
"AR","PGBD2",0
"AR","AQP11",0
"AR","POC1B",0
"AR","BLOC1S2",0
"AR","RBM20",0
"AR","BCL9L",0
"AR","P4HA3",0
"AR","PGM2L1",0
"AR","HARBI1",0
"AR","OTOGL",0
"AR","RASSF3",0
"AR","SLC39A5",0
"AR","MYO1H",0
"AR","CHAMP1",0
"AR","SLC46A3",0
"AR","PROX2",0
"AR","FAM177A1",0
"AR","SLC24A5",0
"AR","PRTG",0
"AR","REC114",0
"AR","SAXO2",0
"AR","PLA2G4D",0
"AR","FAM169BP",0
"AR","GOLGA8IP",0
"AR","NOMO2",0
"AR","TERB1",0
"AR","CES4A",0
"AR","HEXD",0
"AR","C17orf58",0
"AR","MILR1",0
"AR","CDRT4",0
"AR","KANSL1",0
"AR","CFAP97D1",0
"AR","NEK8",0
"AR","GSDMA",0
"AR","TMEM102",0
"AR","METRNL",0
"AR","KCTD1",0
"AR","PTGR3",0
"AR","SMIM21",0
"AR","MAMSTR",0
"AR","VSTM1",0
"AR","TAFA3",0
"AR","THEM5",0
"AR","NBPF15",0
"AR","FAM102B",0
"AR","ANKRD34A",0
"AR","LINC02910",0
"AR","SIRPB2",0
"AR","SH2D6",0
"AR","RNF149",0
"AR","ALKAL2",0
"AR","CCDC141",0
"AR","STPG4",0
"AR","RGPD4",0
"AR","DUSP28",0
"AR","SLC9A9",0
"AR","FBXW12",0
"AR","C3orf38",0
"AR","HTR3E",0
"AR","RABL3",0
"AR","IGSF10",0
"AR","TCAIM",0
"AR","SUMF1",0
"AR","DOK7",0
"AR","RNF212",0
"AR","COX18",0
"AR","RNF175",0
"AR","FAM200B",0
"AR","SH3PXD2B",0
"AR","RELL2",0
"AR","RGMB",0
"AR","CEP57L1",0
"AR","PPIL6",0
"AR","DCBLD1",0
"AR","SPDYE1",0
"AR","TCAF2",0
"AR","XKR6",0
"AR","NSMCE2",0
"AR","NKAIN3",0
"AR","PAXX",0
"AR","LURAP1L",0
"AR","ATP11C",0
"AR","TRIM59",0
"AR","DHRS4L2",0
"AR","DDX51",0
"AR","UBAC2",0
"AR","CHSY3",0
"AR","C17orf67",0
"AR","ZNF546",0
"AR","LINGO4",0
"AR","C1orf174",0
"AR","BRINP3",0
"AR","ZBTB8OS",0
"AR","TFAP2E",0
"AR","PRSS38",0
"AR","CCDC190",0
"AR","ARMH1",0
"AR","GADL1",0
"AR","CCDC158",0
"AR","MYLK4",0
"AR","COL28A1",0
"AR","ZDHHC21",0
"AR","RTL4",0
"AR","VWA2",0
"AR","OTOG",0
"AR","SMCO2",0
"AR","ZNF774",0
"AR","FMN1",0
"AR","C16orf96",0
"AR","PKD1L3",0
"AR","AADACL4",0
"AR","MYBPHL",0
"AR","KCNT2",0
"AR","BARHL2",0
"AR","MSGN1",0
"AR","CRACDL",0
"AR","NCKAP5",0
"AR","SH3RF3",0
"AR","LRRIQ4",0
"AR","ZNF860",0
"AR","TMPRSS7",0
"AR","CD200R1L",0
"AR","ACTBL2",0
"AR","FAM174A",0
"AR","MACC1",0
"AR","KIF24",0
"AR","IGFBPL1",0
"AR","CAVIN4",0
"AR","DGAT2L6",0
"AR","TUBB2B",0
"AR","SERINC2",0
"AR","NME9",0
"AR","AMIGO2",0
"AR","SHISAL2A",0
"AR","FAM131C",0
"AR","GEN1",0
"AR","FTCDNL1",0
"AR","NIPAL4",0
"AR","NUP43",0
"AR","PLET1",0
"AR","LCE3B",0
"AR","ANKRD37",0
"AR","SPATA12",0
"AR","TICAM2",0
"AR","POLN",0
"AR","BMP8A",0
"AR","IRF2BP2",0
"AR","ZBTB41",0
"AR","NHLRC2",0
"AR","GALNT18",0
"AR","PTPRQ",0
"AR","TEX9",0
"AR","EFCAB5",0
"AR","CCDC178",0
"AR","PEAK3",0
"AR","ZNF699",0
"AR","TMEM205",0
"AR","MIGA1",0
"AR","NEXN-AS1",0
"AR","MIA3",0
"AR","RBM43",0
"AR","NRROS",0
"AR","SIMC1",0
"AR","ERCC6L2",0
"AR","KLHL30",0
"AR","KCTD4",0
"AR","SOGA3",0
"AR","NPSR1",0
"AR","ILDR2",0
"AR","SKIDA1",0
"AR","WASHC2A",0
"AR","SLC16A12",0
"AR","ENO4",0
"AR","INSC",0
"AR","C11orf96",0
"AR","OCC1",0
"AR","TMEM233",0
"AR","CCDC9B",0
"AR","TNFAIP8L3",0
"AR","CCDC103",0
"AR","YPEL2",0
"AR","TRNP1",0
"AR","GBP7",0
"AR","DIPK1A",0
"AR","NOTCH2NLA",0
"AR","CFAP141",0
"AR","MFSD2B",0
"AR","BOLA3",0
"AR","C2orf68",0
"AR","SLC9A4",0
"AR","PLEKHM3",0
"AR","VGLL3",0
"AR","ANKUB1",0
"AR","LEKR1",0
"AR","SMIM20",0
"AR","ANXA2R",0
"AR","SFTA2",0
"AR","GTF2IRD2B",0
"AR","FAM180A",0
"AR","LINC03042",0
"AR","MAFA",0
"AR","C1QL3",0
"AR","SERPINA2",0
"AR","OR4F6",0
"AR","KRT39",0
"AR","NUDT19",0
"AR","VSIG8",0
"AR","TRIM61",0
"AR","ARL13A",0
"AR","MYO18A",0
"AR","MYO18A",0
"AR","SHC4",0
"AR","FAM180B",0
"AR","HOATZ",0
"AR","SNX19",0
"AR","LINC02915",0
"AR","GRAPL",0
"AR","C1orf141",0
"AR","C1orf226",0
"AR","C1orf220",0
"AR","LINC00114",0
"AR","EML6",0
"AR","RGPD1",0
"AR","C4orf3",0
"AR","C5orf63",0
"AR","RAB44",0
"AR","LINC02902",0
"AR","SAMD12",0
"AR","LINC02872",0
"AR","CENPP",0
"AR","SNX30",0
"AR","OR51T1",0
"AR","FIGNL2",0
"AR","SRRD",0
"AR","CUEDC1",0
"AR","GTF2H5",0
"AR","ERVFRD-1",0
"AR","MIR17HG",0
"AR","NOMO3",0
"AR","FNDC9",0
"AR","C10orf62",0
"AR","C10orf55",0
"AR","PLEKHG7",0
"AR","MZT1",0
"AR","TMCO5B",0
"AR","EIF2AK4",0
"AR","GOLGA6L9",0
"AR","ZYG11A",0
"AR","H2BC18",0
"AR","MTHFD2L",0
"AR","IRF1-AS1",0
"AR","TYW1B",0
"AR","SPDYE2",0
"AR","GALNTL6",0
"AR","PTCHD4",0
"AR","ZNG1C",0
"AR","FBXO47",0
"AR","POLR2J3",0
"AR","BOLA2",0
"AR","PEF1",0
"AR","FBXO48",0
"AR","SERTAD4-AS1",0
"AR","ADAMTSL4-AS1",0
"AR","C1orf147",0
"AR","CTXN3",0
"AR","SERINC4",0
"AR","SSBP3-AS1",0
"AR","ZNF674",0
"AR","ECSCR",0
"AR","DNAH10OS",0
"AR","INSYN2A",0
"AR","FLVCR1-DT",0
"AR","TMEM232",0
"AR","MAP1LC3B2",0
"AR","TMEM253",0
"AR","UBTFL6",0
"AR","SLC35G6",0
"AR","PGA4",0
"AR","RNF222",0
"AR","C18orf63",0
"AR","FAM25C",0
"AR","WIPF3",0
"AR","LINGO3",0
"AR","CHCHD2P9",0
"AR","TXNRD3NB",0
"AR","TMEM14EP",0
"AR","MAGEB17",0
"AR","ADORA2A-AS1",0
"AR","FABP12",0
"AR","IGF2BP2-AS1",0
"AR","C4orf51",0
"AR","SBK2",0
"AR","SH2D7",0
"AR","HRCT1",0
"AR","STMP1",0
"AR","SRGAP2B",0
"AR","ANKRD33B",0
"AR","SKOR2",0
"AR","GOLGA8J",0
"AR","ANXA8",0
"AR","SPAG11A",0
"AR","RGPD3",0
"AR","GPR89A",0
"AR","TMEM236",0
"AR","GOLGA6C",0
"AR","RGPD8",0
"AR","GXYLT2",0
"AR","KRTAP4-8",0
"AR","KRTAP1-4",0
"AR","KRTAP2-2",0
"AR","MS4A18",0
"AR","EIF3CL",0
"AR","ANKDD1B",0
"AR","GPR89B",0
"AR","LINC01556",0
"AR","CCDC175",0
"AR","FHIP1A",0
"AR","RGPD2",0
"AR","CRPPA",0
"AR","SHISA9",0
"AR","MOSMO",0
"AR","FAM166B",0
"AR","RELL1",0
"AR","ZSCAN30",0
"AR","TMEM170B",0
"E2F4","ACO2",0
"E2F4","ACTN2",0
"E2F4","ACVR1",0
"E2F4","ADCY1",0
"E2F4","ADCYAP1R1",0
"E2F4","ADD2",0
"E2F4","ADH4",0
"E2F4","ADH5",0
"E2F4","ADORA3",0
"E2F4","AP2B1",0
"E2F4","AP1G1",0
"E2F4","AEBP1",0
"E2F4","CRISP1",0
"E2F4","AGTR2",0
"E2F4","SLC45A2",0
"E2F4","AKT2",0
"E2F4","ALOX12",0
"E2F4","AMHR2",0
"E2F4","ANK1",0
"E2F4","ASAH1",0
"E2F4","GET3",0
"E2F4","ATP5F1A",0
"E2F4","ATP5PB",0
"E2F4","ADGRB3",0
"E2F4","BBS2",0
"E2F4","BCAT1",0
"E2F4","BCL2A1",0
"E2F4","BST1",0
"E2F4","C6",0
"E2F4","C9",0
"E2F4","IFT46",0
"E2F4","VPS51",0
"E2F4","MYRF",0
"E2F4","CA3",0
"E2F4","CA8",0
"E2F4","CACNB3",0
"E2F4","CCNG1",0
"E2F4","CD19",0
"E2F4","CD28",0
"E2F4","CD80",0
"E2F4","CD36",0
"E2F4","CD68",0
"E2F4","SEPTIN7",0
"E2F4","CDH2",0
"E2F4","CDH3",0
"E2F4","CDH8",0
"E2F4","CDH11",0
"E2F4","CDH12",0
"E2F4","CDO1",0
"E2F4","CETN3",0
"E2F4","AKR1C4",0
"E2F4","AP2S1",0
"E2F4","CLCN5",0
"E2F4","CLCN6",0
"E2F4","CNTN1",0
"E2F4","COL4A5",0
"E2F4","COL15A1",0
"E2F4","COX15",0
"E2F4","CPA2",0
"E2F4","CPS1",0
"E2F4","CRIP1",0
"E2F4","HAPLN1",0
"E2F4","CRYBB3",0
"E2F4","VCAN",0
"E2F4","CSTF2",0
"E2F4","CTNNA2",0
"E2F4","CTNND2",0
"E2F4","CX3CR1",0
"E2F4","CYP1A1",0
"E2F4","CYP2A7",0
"E2F4","CYP3A4",0
"E2F4","DAB2",0
"E2F4","DACH1",0
"E2F4","DAZ1",0
"E2F4","DCTN1",0
"E2F4","DEFA3",0
"E2F4","DEFB4B",0
"E2F4","GSDME",0
"E2F4","DNAH5",0
"E2F4","DNAH9",0
"E2F4","DNASE1L1",0
"E2F4","DYNC1I2",0
"E2F4","DPH1",0
"E2F4","DRD5",0
"E2F4","DUSP6",0
"E2F4","E2F6",0
"E2F4","ECM1",0
"E2F4","ECT2",0
"E2F4","EDN1",0
"E2F4","EDN3",0
"E2F4","EEF1A1",0
"E2F4","EIF2B1",0
"E2F4","ELAVL4",0
"E2F4","EPHB1",0
"E2F4","CLN8",0
"E2F4","EPS15",0
"E2F4","ERCC4",0
"E2F4","EVX1",0
"E2F4","F2RL1",0
"E2F4","F2RL2",0
"E2F4","FABP4",0
"E2F4","FABP2",0
"E2F4","FABP7",0
"E2F4","FBP1",0
"E2F4","FGD1",0
"E2F4","FGF1",0
"E2F4","FGF10",0
"E2F4","FGF13",0
"E2F4","FHL1",0
"E2F4","FHL3",0
"E2F4","FOXD4",0
"E2F4","FOXI1",0
"E2F4","FOXL1",0
"E2F4","FOXC2",0
"E2F4","FMO3",0
"E2F4","FOLH1",0
"E2F4","FOLR1",0
"E2F4","FPR1",0
"E2F4","GABRA1",0
"E2F4","GAGE2C",0
"E2F4","GAGE7",0
"E2F4","GALK2",0
"E2F4","GALNT1",0
"E2F4","GAP43",0
"E2F4","GAS1",0
"E2F4","GAS2",0
"E2F4","GJA1",0
"E2F4","GJA8",0
"E2F4","GNAO1",0
"E2F4","GNG4",0
"E2F4","GNGT1",0
"E2F4","GOT1",0
"E2F4","GP5",0
"E2F4","XCR1",0
"E2F4","NPBWR2",0
"E2F4","GPR17",0
"E2F4","GPR18",0
"E2F4","GPR19",0
"E2F4","GPR22",0
"E2F4","LPAR4",0
"E2F4","GPR25",0
"E2F4","GPER1",0
"E2F4","GPR37",0
"E2F4","GPR39",0
"E2F4","GPX5",0
"E2F4","GRB7",0
"E2F4","GRB14",0
"E2F4","GRM4",0
"E2F4","GSTM4",0
"E2F4","GTF2H2",0
"E2F4","GUK1",0
"E2F4","HSD17B10",0
"E2F4","HK3",0
"E2F4","HMGCS2",0
"E2F4","HNRNPA2B1",0
"E2F4","HNRNPH2",0
"E2F4","HOXA1",0
"E2F4","HOXB1",0
"E2F4","HOXD1",0
"E2F4","HOXD8",0
"E2F4","HOXD13",0
"E2F4","HSD11B1",0
"E2F4","IGSF3",0
"E2F4","HTN3",0
"E2F4","ICA1",0
"E2F4","ID4",0
"E2F4","IGBP1",0
"E2F4","IGFBP1",0
"E2F4","IL6",0
"E2F4","IL15",0
"E2F4","ILF2",0
"E2F4","INPPL1",0
"E2F4","ITGA1",0
"E2F4","ITGA5",0
"E2F4","ITGA7",0
"E2F4","KCNA7",0
"E2F4","KCNC2",0
"E2F4","KCND3",0
"E2F4","KCNJ3",0
"E2F4","KCNJ4",0
"E2F4","KCNJ6",0
"E2F4","KCNJ8",0
"E2F4","KCNJ15",0
"E2F4","KCNJ16",0
"E2F4","KIR2DL1",0
"E2F4","KIR2DL3",0
"E2F4","KIR3DL1",0
"E2F4","KIR3DL2",0
"E2F4","KLRB1",0
"E2F4","KRT7",0
"E2F4","KRT18",0
"E2F4","LAMA2",0
"E2F4","LAMA5",0
"E2F4","LAMB2",0
"E2F4","LAMC2",0
"E2F4","LIM2",0
"E2F4","ABLIM1",0
"E2F4","FADS1",0
"E2F4","LMO2",0
"E2F4","LRP1",0
"E2F4","CD180",0
"E2F4","MAB21L1",0
"E2F4","MAS1",0
"E2F4","MATN1",0
"E2F4","MDH1",0
"E2F4","METTL1",0
"E2F4","MGST2",0
"E2F4","AFDN",0
"E2F4","MSH3",0
"E2F4","MSX2",0
"E2F4","NUDT1",0
"E2F4","MTM1",0
"E2F4","MTX1",0
"E2F4","MYBPC1",0
"E2F4","MYF5",0
"E2F4","MYH7",0
"E2F4","MYL4",0
"E2F4","NAB2",0
"E2F4","NFATC2",0
"E2F4","NIT1",0
"E2F4","NKX3-1",0
"E2F4","CNOT4",0
"E2F4","NOTCH2",0
"E2F4","NPTX1",0
"E2F4","NRDC",0
"E2F4","ROR1",0
"E2F4","DDR2",0
"E2F4","NUMA1",0
"E2F4","OAS1",0
"E2F4","ODF1",0
"E2F4","OTX1",0
"E2F4","OTX2",0
"E2F4","P2RX7",0
"E2F4","P2RY11",0
"E2F4","PAK1",0
"E2F4","PRKN",0
"E2F4","PAX1",0
"E2F4","PAX3",0
"E2F4","PDK4",0
"E2F4","PDZK1",0
"E2F4","PFN2",0
"E2F4","ABCB1",0
"E2F4","SERPINE2",0
"E2F4","SERPINB9",0
"E2F4","PLCB4",0
"E2F4","SERPINF2",0
"E2F4","PLRG1",0
"E2F4","PLS3",0
"E2F4","PMCHL1",0
"E2F4","PMS2P2",0
"E2F4","PMS2P5",0
"E2F4","POU3F4",0
"E2F4","PPEF1",0
"E2F4","PPP3R2",0
"E2F4","NPY4R",0
"E2F4","PRKAA2",0
"E2F4","PRKAG1",0
"E2F4","MAPK4",0
"E2F4","MAP2K6",0
"E2F4","EIF2AK2",0
"E2F4","PRPSAP2",0
"E2F4","TMPRSS15",0
"E2F4","PSMB3",0
"E2F4","TAS2R38",0
"E2F4","QSOX1",0
"E2F4","PTX3",0
"E2F4","RAD1",0
"E2F4","PEX5",0
"E2F4","RAG2",0
"E2F4","RBM4",0
"E2F4","RBMS1",0
"E2F4","RCN1",0
"E2F4","RFPL1",0
"E2F4","RGS4",0
"E2F4","RGS7",0
"E2F4","RGS13",0
"E2F4","RLBP1",0
"E2F4","RNF5",0
"E2F4","ROBO1",0
"E2F4","ROBO2",0
"E2F4","ROS1",0
"E2F4","RP9",0
"E2F4","RPL4",0
"E2F4","RPL6",0
"E2F4","RPL7",0
"E2F4","RPL11",0
"E2F4","RPL24",0
"E2F4","RPL27",0
"E2F4","RPL30",0
"E2F4","RPL34",0
"E2F4","RPL38",0
"E2F4","RPL41",0
"E2F4","RPS2",0
"E2F4","RPS21",0
"E2F4","RPS23",0
"E2F4","RYR3",0
"E2F4","S100A1",0
"E2F4","SAA1",0
"E2F4","SAA2",0
"E2F4","SAA4",0
"E2F4","SALL2",0
"E2F4","SATB1",0
"E2F4","SCML1",0
"E2F4","SCP2",0
"E2F4","CCL2",0
"E2F4","CCL8",0
"E2F4","CCL19",0
"E2F4","SDF2",0
"E2F4","SIAH2",0
"E2F4","SLC8A1",0
"E2F4","SLC10A1",0
"E2F4","SLC17A1",0
"E2F4","SLC20A2",0
"E2F4","SMN2",0
"E2F4","SOX2",0
"E2F4","SOX5",0
"E2F4","SPAM1",0
"E2F4","SPINK1",0
"E2F4","SPTBN2",0
"E2F4","SRP9",0
"E2F4","SRP14",0
"E2F4","RO60",0
"E2F4","STAT2",0
"E2F4","STAT6",0
"E2F4","SULT1E1",0
"E2F4","CDKL5",0
"E2F4","SYT5",0
"E2F4","TACR2",0
"E2F4","TAF1",0
"E2F4","TAF11",0
"E2F4","TAL1",0
"E2F4","TBX3",0
"E2F4","TCP1",0
"E2F4","TEAD1",0
"E2F4","TFCP2",0
"E2F4","TFDP2",0
"E2F4","TGFBR2",0
"E2F4","TJP1",0
"E2F4","SEC62",0
"E2F4","NR2E1",0
"E2F4","TM4SF4",0
"E2F4","TMOD1",0
"E2F4","TNFAIP6",0
"E2F4","TPM4",0
"E2F4","TSPY1",0
"E2F4","TTC1",0
"E2F4","TUBA3C",0
"E2F4","TUFT1",0
"E2F4","UBE2D3",0
"E2F4","UCHL1",0
"E2F4","UCP1",0
"E2F4","UGT2B7",0
"E2F4","NR1H2",0
"E2F4","UPP1",0
"E2F4","BEST1",0
"E2F4","WNT3",0
"E2F4","XRCC4",0
"E2F4","ZAP70",0
"E2F4","ZNF12",0
"E2F4","ZNF16",0
"E2F4","ZNF28",0
"E2F4","ZNF45",0
"E2F4","ZNF124",0
"E2F4","ZNF132",0
"E2F4","ZNF175",0
"E2F4","ZNF217",0
"E2F4","ZNF112",0
"E2F4","SLC30A4",0
"E2F4","NPHS2",0
"E2F4","KCNAB1",0
"E2F4","SEM1",0
"E2F4","ST7",0
"E2F4","ARHGEF5",0
"E2F4","KAT6A",0
"E2F4","FGF23",0
"E2F4","KMT2B",0
"E2F4","FXR1",0
"E2F4","HMGA2",0
"E2F4","DPF3",0
"E2F4","DGCR6",0
"E2F4","H3-4",0
"E2F4","FZD4",0
"E2F4","OR1E1",0
"E2F4","OR1E2",0
"E2F4","PLA2G10",0
"E2F4","FKBP6",0
"E2F4","GEMIN2",0
"E2F4","PPFIBP1",0
"E2F4","PEX3",0
"E2F4","ENC1",0
"E2F4","BLZF1",0
"E2F4","MAPKAPK5",0
"E2F4","STC2",0
"E2F4","HSD17B6",0
"E2F4","RTCA",0
"E2F4","EIF4EBP3",0
"E2F4","B3GALT1",0
"E2F4","ABCC3",0
"E2F4","CD164",0
"E2F4","SIGLEC5",0
"E2F4","CDKL1",0
"E2F4","SYNGAP1",0
"E2F4","CCN6",0
"E2F4","PROM1",0
"E2F4","SPHK1",0
"E2F4","SGPL1",0
"E2F4","FUBP1",0
"E2F4","ZPR1",0
"E2F4","SLC5A6",0
"E2F4","TAX1BP1",0
"E2F4","EIF2B4",0
"E2F4","AP1G2",0
"E2F4","HERC2",0
"E2F4","RAB29",0
"E2F4","SKAP2",0
"E2F4","AP3D1",0
"E2F4","TNFSF18",0
"E2F4","DOK2",0
"E2F4","CLDN10",0
"E2F4","USP6",0
"E2F4","USP8",0
"E2F4","PRPF3",0
"E2F4","RABEP1",0
"E2F4","ZBTB22",0
"E2F4","GPR55",0
"E2F4","MMP20",0
"E2F4","COPS2",0
"E2F4","CD163",0
"E2F4","B4GALT5",0
"E2F4","TAOK2",0
"E2F4","SLIT2",0
"E2F4","CD101",0
"E2F4","GRAP2",0
"E2F4","AIM2",0
"E2F4","LY86",0
"E2F4","HOMER2",0
"E2F4","RASAL2",0
"E2F4","SLC25A27",0
"E2F4","SLC4A8",0
"E2F4","BAG3",0
"E2F4","RNF7",0
"E2F4","CELSR1",0
"E2F4","CLCA3P",0
"E2F4","ARHGEF10",0
"E2F4","SAFB2",0
"E2F4","SECISBP2L",0
"E2F4","KIAA0408",0
"E2F4","KNTC1",0
"E2F4","ZNF536",0
"E2F4","TCAF1",0
"E2F4","SNX17",0
"E2F4","CTIF",0
"E2F4","PLEKHM1",0
"E2F4","EPM2AIP1",0
"E2F4","CEP350",0
"E2F4","LRIG2",0
"E2F4","SETDB1",0
"E2F4","RHOBTB1",0
"E2F4","PLPPR4",0
"E2F4","SNAP91",0
"E2F4","SRGAP3",0
"E2F4","RBM19",0
"E2F4","SLC35E2A",0
"E2F4","P2RY14",0
"E2F4","ARHGAP25",0
"E2F4","GFPT2",0
"E2F4","MED13",0
"E2F4","NAALAD2",0
"E2F4","MED16",0
"E2F4","PARP2",0
"E2F4","TOM1L1",0
"E2F4","MAMLD1",0
"E2F4","CST8",0
"E2F4","ABCC5",0
"E2F4","SNUPN",0
"E2F4","HHLA1",0
"E2F4","FRY",0
"E2F4","FAM13A",0
"E2F4","ADGRG2",0
"E2F4","MBNL2",0
"E2F4","MPZL2",0
"E2F4","GDF11",0
"E2F4","GPA33",0
"E2F4","CD96",0
"E2F4","STAM2",0
"E2F4","IGSF6",0
"E2F4","DSCR4",0
"E2F4","TLR6",0
"E2F4","PCGF3",0
"E2F4","WARS2",0
"E2F4","BASP1",0
"E2F4","NSA2",0
"E2F4","N4BP2L2",0
"E2F4","LRRN2",0
"E2F4","SLC30A9",0
"E2F4","COG5",0
"E2F4","ZBTB18",0
"E2F4","AGR2",0
"E2F4","ARFGEF2",0
"E2F4","POMT1",0
"E2F4","TRIM16",0
"E2F4","KHDRBS3",0
"E2F4","PNMA2",0
"E2F4","ENTREP3",0
"E2F4","AP4B1",0
"E2F4","RAI2",0
"E2F4","SLC17A3",0
"E2F4","GJB6",0
"E2F4","CPLX2",0
"E2F4","SLC26A1",0
"E2F4","ADAM28",0
"E2F4","FGL2",0
"E2F4","C1QL1",0
"E2F4","MRPS30",0
"E2F4","PROKR1",0
"E2F4","LYVE1",0
"E2F4","TRAFD1",0
"E2F4","BTNL3",0
"E2F4","GPR75",0
"E2F4","MSL3",0
"E2F4","STIP1",0
"E2F4","KDELR3",0
"E2F4","B3GNT2",0
"E2F4","B4GAT1",0
"E2F4","NUDT21",0
"E2F4","DNAJB4",0
"E2F4","ADAMTS5",0
"E2F4","KATNA1",0
"E2F4","PRDM7",0
"E2F4","SOX21",0
"E2F4","GALNT6",0
"E2F4","HPS5",0
"E2F4","NXPH4",0
"E2F4","NXPH2",0
"E2F4","SP140",0
"E2F4","GPN1",0
"E2F4","DDX42",0
"E2F4","VSIG4",0
"E2F4","PHB2",0
"E2F4","COPZ1",0
"E2F4","COBLL1",0
"E2F4","ADGRL1",0
"E2F4","SLITRK3",0
"E2F4","MORC2",0
"E2F4","BTBD3",0
"E2F4","TRAK1",0
"E2F4","RAB18",0
"E2F4","RIMS1",0
"E2F4","DAAM1",0
"E2F4","RAB21",0
"E2F4","DOP1A",0
"E2F4","SMG1",0
"E2F4","EMC1",0
"E2F4","BLTP3B",0
"E2F4","TOGARAM1",0
"E2F4","COLGALT2",0
"E2F4","PSME4",0
"E2F4","XPO6",0
"E2F4","BOP1",0
"E2F4","KAZN",0
"E2F4","CAMSAP2",0
"E2F4","BICD2",0
"E2F4","SASH1",0
"E2F4","VPS8",0
"E2F4","PSD3",0
"E2F4","LARS2",0
"E2F4","PPWD1",0
"E2F4","SLC7A8",0
"E2F4","MACF1",0
"E2F4","MACF1",0
"E2F4","DAAM2",0
"E2F4","CLCF1",0
"E2F4","RBFOX2",0
"E2F4","CLDN14",0
"E2F4","SRGN",0
"E2F4","IER3",0
"E2F4","STX12",0
"E2F4","SH3BP4",0
"E2F4","CADM1",0
"E2F4","NPAP1",0
"E2F4","BHMT2",0
"E2F4","TP53TG3E",0
"E2F4","KIAA1549L",0
"E2F4","DNAJB5",0
"E2F4","TRIM58",0
"E2F4","EEF1AKMT3",0
"E2F4","ZNF521",0
"E2F4","CNRIP1",0
"E2F4","TPGS2",0
"E2F4","NECTIN3",0
"E2F4","KANK2",0
"E2F4","VIRMA",0
"E2F4","TMEM98",0
"E2F4","DNM3",0
"E2F4","CHTOP",0
"E2F4","CCDC69",0
"E2F4","ABCA12",0
"E2F4","SENP3",0
"E2F4","OR1C1",0
"E2F4","OR2F1",0
"E2F4","FBXL21P",0
"E2F4","STAP1",0
"E2F4","TIAM2",0
"E2F4","FBXO8",0
"E2F4","OR7A17",0
"E2F4","TIMM10B",0
"E2F4","OR12D2",0
"E2F4","ITGB1BP2",0
"E2F4","GREM1",0
"E2F4","MRPL46",0
"E2F4","OR4F4",0
"E2F4","OR2J2",0
"E2F4","STEAP1",0
"E2F4","ZNF285",0
"E2F4","ATP2C1",0
"E2F4","STAU2",0
"E2F4","RPUSD2",0
"E2F4","FOXP1",0
"E2F4","B3GAT1",0
"E2F4","CLUL1",0
"E2F4","SND1-IT1",0
"E2F4","DKK3",0
"E2F4","DKK2",0
"E2F4","MORC1",0
"E2F4","STK36",0
"E2F4","ARHGEF16",0
"E2F4","CNTN6",0
"E2F4","ADAMDEC1",0
"E2F4","PGAP2",0
"E2F4","SLC6A16",0
"E2F4","CCDC113",0
"E2F4","SCG3",0
"E2F4","PRSS50",0
"E2F4","C2orf27A",0
"E2F4","SNX15",0
"E2F4","SNX11",0
"E2F4","NME7",0
"E2F4","PSAT1",0
"E2F4","SPANXA2",0
"E2F4","SOX8",0
"E2F4","EHD3",0
"E2F4","PIK3R4",0
"E2F4","SCAPER",0
"E2F4","SMARCAL1",0
"E2F4","G0S2",0
"E2F4","PLA2G3",0
"E2F4","CD207",0
"E2F4","ZFTRAF1",0
"E2F4","TAS2R16",0
"E2F4","IMPG2",0
"E2F4","TMED5",0
"E2F4","ST8SIA3",0
"E2F4","PHF20L1",0
"E2F4","TRIM17",0
"E2F4","COPS4",0
"E2F4","DCTN4",0
"E2F4","HSD17B11",0
"E2F4","TCEAL9",0
"E2F4","RAPGEFL1",0
"E2F4","DUSP13",0
"E2F4","DUSP13",0
"E2F4","PBDC1",0
"E2F4","MRPL27",0
"E2F4","KLF3",0
"E2F4","TLR7",0
"E2F4","NME8",0
"E2F4","MRPL35",0
"E2F4","DACT1",0
